model_name,validation_strategy,temporal_cutoff_year,true_positive,false_positive,false_negative,true_negative,precision,recall,specificity,f1_score,balanced_accuracy,area_under_roc,area_under_pr
weighted_random_forest,seeded_random_holdout,0,168949,10581,197655,1042428,0.941062775023673,0.4608487632431725,0.9899516528348761,0.6187089615369121,0.7254002080390243,0.8184885752575324,0.7402895088610038
