raw_record_count,raw_invalid_crime_id_count,raw_invalid_timestamp_count,raw_invalid_coordinate_count,raw_invalid_district_count,raw_invalid_community_area_count,clean_record_count,clean_invalid_crime_id_count,clean_invalid_coordinate_count,clean_invalid_district_count,clean_invalid_community_area_count,distinct_crime_id_count
7784664,0,0,86966,47,613552,7784664,0,86966,47,613552,7784664
