weather_date,crime_count,average_temperature_f,reported_precipitation_inches,average_relative_humidity,average_wind_speed_mph,has_reported_weather_event,has_precipitation,has_rain,has_snow,has_thunderstorm
2010-01-29,862,13.819444444444443,0.007,59.1875,5.861111111111111,1,1,0,1,0
2010-01-30,873,20.416666666666668,0.005,63.9375,7.069444444444444,1,1,0,1,0
2010-01-31,824,21.9375,0.0,62.1875,8.895833333333334,0,0,0,0,0
2010-02-01,1031,25.979166666666668,0.0,61.875,2.6458333333333335,1,0,0,0,0
2010-02-02,890,28.954166666666666,0.07600000000000001,83.42222222222223,7.184722222222221,1,1,0,1,0
2010-02-03,944,27.159722222222218,0.0,75.48611111111111,6.145833333333333,1,0,0,0,0
2010-02-04,950,29.791666666666668,0.0,73.75,7.333333333333333,1,0,0,0,0
2010-02-05,966,32.55347222222222,0.028,77.93055555555556,16.29652777777778,1,1,0,1,0
2010-02-06,858,26.5625,0.003,68.14583333333333,18.15625,1,1,0,1,0
2010-02-07,762,25.770833333333332,0.002,64.02083333333333,6.729166666666667,1,1,0,1,0
2010-02-08,845,25.625,0.002,64.45833333333333,7.791666666666667,1,1,0,1,0
2010-02-09,797,25.881944444444443,0.229,85.22152777777778,9.503472222222223,1,1,0,1,0
2010-02-10,826,24.248611111111114,0.017,72.8625,14.542361111111111,1,1,0,1,0
2010-02-11,851,20.0,0.0,70.04166666666667,4.833333333333333,0,0,0,0,0
2010-02-12,891,21.8125,0.0,65.79166666666667,3.9375,0,0,0,0,0
2010-02-13,876,21.770833333333332,0.0,61.1875,7.166666666666667,0,0,0,0,0
2010-02-14,766,20.270833333333332,0.0,65.70833333333333,6.1875,0,0,0,0,0
2010-02-15,828,23.590277777777782,0.007,73.50694444444444,8.493055555555555,1,1,0,1,0
2010-02-16,921,29.243055555555554,0.006,64.15277777777779,10.520833333333334,1,1,0,1,0
2010-02-17,926,30.895833333333332,0.0,64.11805555555556,8.645833333333334,0,0,0,0,0
2010-02-18,1036,33.32638888888889,0.0,61.611111111111114,7.541666666666667,0,0,0,0,0
2010-02-19,962,31.25,0.0,51.375,3.8541666666666665,0,0,0,0,0
2010-02-20,912,34.322916666666664,0.009000000000000001,79.53819444444444,3.7777777777777772,1,1,0,1,0
2010-02-21,809,34.22222222222222,0.31200000000000006,86.80555555555556,8.1875,1,1,1,1,0
2010-02-22,831,32.145833333333336,0.15300000000000002,88.48263888888887,10.697916666666666,1,1,0,1,0
2010-02-23,970,29.118055555555554,0.015000000000000001,78.02777777777779,7.131944444444444,1,1,0,1,0
2010-02-24,910,24.924305555555552,0.017,78.48541666666667,11.233333333333334,1,1,0,1,1
2010-02-25,885,25.479166666666668,0.015000000000000003,65.83333333333333,11.875,1,1,0,1,0
2010-02-26,961,26.0625,0.004,58.541666666666664,12.208333333333334,1,1,0,1,0
2010-02-27,908,31.624305555555555,0.011000000000000001,75.52708333333334,11.067361111111111,1,1,0,1,0
2010-02-28,843,34.625,0.008,77.29166666666667,8.125,1,1,0,1,0
2010-03-01,1139,32.895833333333336,0.005,76.64583333333333,9.8125,1,1,0,1,0
2010-03-02,970,31.868055555555554,0.001,73.45833333333333,11.090277777777779,0,1,0,0,0
2010-03-03,962,32.6875,0.0,63.770833333333336,9.180555555555555,0,0,0,0,0
2010-03-04,988,33.520833333333336,0.0,58.291666666666664,7.666666666666667,0,0,0,0,0
2010-03-05,1112,31.895833333333332,0.0,68.875,7.125,0,0,0,0,0
2010-03-06,983,36.208333333333336,0.0,63.333333333333336,3.25,0,0,0,0,0
2010-03-07,845,37.8125,0.115,73.50694444444444,5.076388888888889,1,1,1,0,0
2010-03-08,1094,40.015277777777776,0.0,88.05902777777779,3.1777777777777776,1,0,0,0,0
2010-03-09,1111,43.270833333333336,0.004,80.76388888888889,6.1875,1,1,1,0,0
2010-03-10,1128,54.56944444444445,0.11200000000000002,75.47916666666667,8.409722222222223,1,1,1,0,0
2010-03-11,1110,54.27430555555555,0.23099999999999998,80.80902777777779,9.96875,1,1,1,0,1
2010-03-12,1157,48.239583333333336,0.052000000000000005,79.57291666666667,9.03125,1,1,1,0,1
2010-03-13,983,44.74652777777777,0.5680000000000001,92.55555555555554,15.505555555555555,1,1,1,0,1
2010-03-14,896,43.232919254658384,0.003,74.83643892339545,15.8416149068323,1,1,1,0,0
2010-03-15,1071,44.229166666666664,0.0,71.75,8.8125,0,0,0,0,0
2010-03-16,1115,47.145833333333336,0.0,49.333333333333336,3.25,0,0,0,0,0
2010-03-17,1068,47.395833333333336,0.0,38.125,3.6875,0,0,0,0,0
2010-03-18,1157,51.3125,0.0,60.1875,10.270833333333334,0,0,0,0,0
2010-03-19,1164,52.041666666666664,0.0,57.9375,13.270833333333334,0,0,0,0,0
2010-03-20,876,34.07986111111111,0.14,84.81944444444446,17.305555555555554,1,1,0,1,0
2010-03-21,902,37.833333333333336,0.064,73.64583333333333,15.388888888888891,1,1,1,1,0
2010-03-22,966,42.375,0.0,48.625,15.3125,0,0,0,0,0
2010-03-23,1118,43.041666666666664,0.0,56.979166666666664,4.6875,0,0,0,0,0
2010-03-24,1145,45.833333333333336,0.002,42.645833333333336,5.0625,0,1,0,0,0
2010-03-25,1078,37.895833333333336,0.004,63.0,18.708333333333332,1,1,1,0,0
2010-03-26,1068,32.6875,0.0,48.270833333333336,10.395833333333334,0,0,0,0,0
2010-03-27,1094,42.0,0.021,56.104166666666664,9.270833333333334,1,1,1,0,0
2010-03-28,956,43.083333333333336,0.003,61.1875,14.833333333333334,1,1,1,0,0
2010-03-29,974,37.86111111111111,0.0,70.74305555555556,8.083333333333334,0,0,0,0,0
2010-03-30,1052,49.395833333333336,0.0,58.583333333333336,9.25,0,0,0,0,0
2010-03-31,1062,64.27083333333333,0.0,46.770833333333336,14.729166666666666,0,0,0,0,0
2010-04-01,1264,69.70833333333333,0.0,47.833333333333336,13.375,0,0,0,0,0
2010-04-02,1137,69.77083333333333,0.0,41.5,16.541666666666668,0,0,0,0,0
2010-04-03,976,54.62152777777778,0.24200000000000002,62.50347222222222,11.177083333333334,1,1,1,0,0
2010-04-04,882,58.243055555555564,1.043,61.861111111111114,11.638888888888888,1,1,1,0,1
2010-04-05,1008,59.38333333333333,0.024000000000000004,62.10138888888889,6.927777777777777,1,1,1,0,1
2010-04-06,1059,63.208333333333336,0.02,67.54166666666667,9.166666666666666,1,1,0,0,0
2010-04-07,913,45.708333333333336,0.617,90.82638888888887,9.75,1,1,1,0,0
2010-04-08,1081,38.416666666666664,0.009000000000000001,75.64583333333333,10.229166666666666,1,1,1,0,0
2010-04-09,1074,44.229166666666664,0.0,51.916666666666664,8.25,0,0,0,0,0
2010-04-10,1144,58.9375,0.0,43.395833333333336,11.4375,0,0,0,0,0
2010-04-11,957,53.791666666666664,0.0,50.416666666666664,9.770833333333334,0,0,0,0,0
2010-04-12,1017,59.458333333333336,0.003,37.104166666666664,11.458333333333334,0,1,0,0,0
2010-04-13,1030,57.71052631578947,0.0,42.6578947368421,12.229166666666666,0,0,0,0,0
2010-04-14,1162,66.60416666666667,0.0,45.875,7.5,0,0,0,0,0
2010-04-15,1256,72.75,0.0,37.458333333333336,10.8125,0,0,0,0,0
2010-04-16,1123,59.416666666666664,0.03,52.34722222222222,13.083333333333334,1,1,1,0,0
2010-04-17,1024,47.375,0.0,35.708333333333336,10.395833333333334,0,0,0,0,0
2010-04-18,937,44.416666666666664,0.0,58.416666666666664,9.541666666666666,0,0,0,0,0
2010-04-19,1022,47.458333333333336,0.0,61.666666666666664,6.3125,0,0,0,0,0
2010-04-20,1108,51.291666666666664,0.0,55.0625,3.7291666666666665,0,0,0,0,0
2010-04-21,1004,48.354166666666664,0.001,61.354166666666664,9.583333333333334,1,1,1,0,0
2010-04-22,1060,48.354166666666664,0.04,66.0,7.229166666666667,1,1,1,0,0
2010-04-23,1163,54.020833333333336,0.045,62.75,8.3125,1,1,1,0,0
2010-04-24,1019,56.830555555555556,0.3420000000000001,88.46388888888889,11.631944444444445,1,1,1,0,1
2010-04-25,918,53.26388888888889,0.195,84.80555555555556,13.291666666666666,1,1,1,0,0
2010-04-26,1047,52.8125,0.0,46.708333333333336,14.3125,0,0,0,0,0
2010-04-27,1026,45.979166666666664,0.0,46.583333333333336,12.854166666666666,0,0,0,0,0
2010-04-28,1041,51.145833333333336,0.0,43.5625,4.8125,0,0,0,0,0
2010-04-29,1068,65.16666666666667,0.0,44.1875,17.541666666666668,0,0,0,0,0
2010-04-30,1157,71.44047619047619,0.863,61.75992063492063,16.8859126984127,1,1,1,0,1
2010-05-01,1207,65.72916666666667,0.015,67.54166666666667,7.916666666666667,1,1,1,0,0
2010-05-02,973,61.010416666666664,0.34199999999999997,72.22222222222223,6.694444444444444,1,1,1,0,0
2010-05-03,1113,62.416666666666664,0.0,55.458333333333336,9.479166666666666,0,0,0,0,0
2010-05-04,1122,67.04166666666667,0.0,44.583333333333336,12.604166666666666,0,0,0,0,0
2010-05-05,1257,64.60416666666667,0.001,38.729166666666664,11.916666666666666,0,1,0,0,0
2010-05-06,1104,52.97222222222222,0.05,57.52777777777778,10.111111111111112,1,1,0,0,1
2010-05-07,1113,52.36944444444445,0.7629999999999999,77.89027777777777,13.734722222222222,1,1,1,0,1
2010-05-08,955,45.458333333333336,0.08399999999999999,66.64583333333333,14.618055555555555,1,1,1,0,0
2010-05-09,983,48.0,0.0,50.604166666666664,5.979166666666667,0,0,0,0,0
2010-05-10,1100,52.395833333333336,0.004,42.083333333333336,12.833333333333334,1,1,1,0,0
2010-05-11,999,50.07638888888889,0.7640000000000001,88.67361111111113,10.694444444444443,1,1,1,0,0
2010-05-12,1109,49.23402777777778,0.161,87.06944444444446,10.260416666666666,1,1,1,0,1
2010-05-13,1034,61.10069444444445,1.1720000000000002,78.42847222222223,13.356051587301588,1,1,1,0,1
2010-05-14,1213,58.395833333333336,0.0,58.416666666666664,12.458333333333334,0,0,0,0,0
2010-05-15,1114,54.979166666666664,0.0,60.770833333333336,6.520833333333333,0,0,0,0,0
2010-05-16,959,56.395833333333336,0.0,61.75,11.708333333333334,0,0,0,0,0
2010-05-17,1032,54.833333333333336,0.11399999999999999,65.66666666666667,8.75,1,1,1,0,0
2010-05-18,1093,55.125,0.0,60.0,9.9375,0,0,0,0,0
2010-05-19,1084,61.791666666666664,0.0,46.145833333333336,7.208333333333333,0,0,0,0,0
2010-05-20,1130,62.25,0.093,61.854166666666664,7.229166666666667,1,1,1,0,0
2010-05-21,1090,62.07638888888889,0.43500000000000005,88.54513888888887,6.436805555555556,1,1,1,0,1
2010-05-22,1052,64.9513888888889,0.02,81.5763888888889,6.069444444444444,1,1,0,0,0
2010-05-23,1056,79.14583333333333,0.0,62.479166666666664,9.75,0,0,0,0,0
2010-05-24,1153,81.83333333333333,0.0,61.583333333333336,7.916666666666667,0,0,0,0,0
2010-05-25,1108,78.79166666666667,0.0,54.583333333333336,7.958333333333333,0,0,0,0,0
2010-05-26,1176,77.4236111111111,0.001,60.1875,5.763888888888889,1,1,1,0,1
2010-05-27,1091,69.60416666666667,0.0,50.916666666666664,12.958333333333334,0,0,0,0,0
2010-05-28,1146,67.75,0.0,52.020833333333336,10.354166666666666,0,0,0,0,0
2010-05-29,1061,72.54166666666667,0.0,60.458333333333336,5.416666666666667,0,0,0,0,0
2010-05-30,976,79.64583333333333,0.001,51.375,6.104166666666667,1,1,0,0,1
2010-05-31,811,71.18055555555556,1.6099999999999999,82.22847222222224,4.945138888888889,1,1,1,0,1
2010-06-01,1303,74.14999999999999,0.0,71.43263888888889,5.721527777777777,1,0,0,0,0
2010-06-02,1114,68.22500000000001,1.3110000000000002,78.35138888888889,9.973611111111111,1,1,1,0,1
2010-06-03,1056,63.923611111111114,0.0,54.951388888888886,7.590277777777779,0,0,0,0,0
2010-06-04,1141,72.125,0.001,63.354166666666664,8.583333333333334,0,1,0,0,0
2010-06-05,1061,72.10069444444444,0.563,75.55034722222221,8.12326388888889,1,1,1,0,1
2010-06-06,970,65.1111111111111,0.002,67.10416666666667,10.506944444444445,1,1,1,0,0
2010-06-07,1079,62.354166666666664,0.0,61.1875,7.895833333333333,0,0,0,0,0
2010-06-08,1014,62.84027777777778,0.35600000000000004,80.46527777777777,8.718055555555555,1,1,1,0,0
2010-06-09,1129,74.625,0.0,56.326388888888886,10.701388888888891,1,0,0,0,0
2010-06-10,1232,67.83333333333333,0.0,61.0,6.395833333333333,0,0,0,0,0
2010-06-11,1160,77.73333333333333,0.6600000000000001,70.43541666666667,10.270833333333334,1,1,1,0,1
2010-06-12,1000,69.21180555555556,0.132,83.22638888888889,7.396527777777777,1,1,1,0,1
2010-06-13,926,66.15972222222223,0.261,82.41527777777777,4.8069444444444445,1,1,1,0,0
2010-06-14,1110,66.30833333333334,0.011,83.59375,6.5562499999999995,1,1,1,0,0
2010-06-15,1085,70.46458333333332,0.911,83.88055555555555,6.007638888888889,1,1,1,0,1
2010-06-16,1093,73.3125,0.0,64.875,10.333333333333334,0,0,0,0,0
2010-06-17,1141,76.02083333333333,0.0,59.916666666666664,6.8125,0,0,0,0,0
2010-06-18,1082,76.06349206349206,0.673,72.18650793650794,10.485119047619047,1,1,1,0,1
2010-06-19,931,76.1875,0.0,59.666666666666664,11.5625,0,0,0,0,0
2010-06-20,1089,72.5,0.001,64.95833333333333,5.166666666666667,0,1,0,0,0
2010-06-21,1144,75.33333333333333,0.403,73.97222222222221,7.465277777777778,1,1,1,0,1
2010-06-22,1043,78.625,0.0,70.66666666666667,7.4375,0,0,0,0,0
2010-06-23,1005,75.80694444444445,1.462,80.40763888888888,12.125,1,1,1,0,1
2010-06-24,1024,73.75,0.0,60.270833333333336,8.041666666666666,0,0,0,0,0
2010-06-25,1155,76.22916666666667,0.0,58.229166666666664,7.791666666666667,0,0,0,0,0
2010-06-26,1120,77.92410714285715,0.7010000000000001,66.59970238095238,7.44047619047619,1,1,1,0,1
2010-06-27,1107,79.2388888888889,0.88,71.85555555555557,10.334027777777777,1,1,1,0,1
2010-06-28,1168,75.0625,0.0,60.583333333333336,11.854166666666666,0,0,0,0,0
2010-06-29,1106,67.27083333333333,0.0,56.1875,8.645833333333334,0,0,0,0,0
2010-06-30,1140,66.35416666666667,0.0,56.458333333333336,6.645833333333333,0,0,0,0,0
2010-07-01,1260,68.79166666666667,0.0,48.541666666666664,6.104166666666667,0,0,0,0,0
2010-07-02,1091,74.0625,0.0,46.020833333333336,7.729166666666667,0,0,0,0,0
2008-08-17,1314,74.70833333333333,0.0,59.208333333333336,8.6875,0,0,0,0,0
2008-08-18,1305,75.10416666666667,0.0,58.020833333333336,7.0,0,0,0,0,0
2008-08-19,1344,74.70833333333333,0.0,70.8125,5.75,0,0,0,0,0
2008-08-20,1379,73.89583333333333,0.0,62.625,7.770833333333333,0,0,0,0,0
2008-08-21,1307,75.45833333333333,0.003,58.145833333333336,7.4375,1,1,1,0,0
2008-08-22,1440,78.5,0.001,73.61805555555556,11.583333333333334,1,1,1,0,1
2008-08-23,1292,78.875,0.0,69.80555555555556,9.458333333333332,1,0,1,0,1
2008-08-24,1282,70.35416666666667,0.0,63.111111111111114,10.097222222222223,0,0,0,0,0
2008-08-25,1232,68.97916666666667,0.0,62.75,12.916666666666666,0,0,0,0,0
2008-08-26,1222,68.89583333333333,0.0,61.729166666666664,9.645833333333334,0,0,0,0,0
2008-08-27,1277,72.1875,0.0,60.020833333333336,4.770833333333333,0,0,0,0,0
2008-08-28,1319,73.95833333333333,0.021,74.58333333333333,6.395833333333333,1,1,1,0,0
2008-08-29,1320,75.41666666666667,0.001,63.833333333333336,6.0,1,1,0,0,0
2008-08-30,1288,75.60416666666667,0.0,52.833333333333336,3.2083333333333335,0,0,0,0,0
2008-08-31,1232,77.95833333333333,0.0,51.1875,4.895833333333333,0,0,0,0,0
2008-09-01,1468,78.35416666666667,0.0,46.875,7.729166666666667,0,0,0,0,0
2008-09-02,1343,80.0625,0.002,55.0625,4.854166666666667,1,1,1,0,1
2008-09-03,1210,71.47916666666667,0.0,72.42361111111111,12.069444444444443,0,0,0,0,0
2008-09-04,928,65.34027777777779,2.7140000000000004,91.22222222222223,11.829861111111109,1,1,1,0,0
2008-09-05,1297,62.96527777777777,0.022000000000000002,83.38194444444444,4.659722222222222,1,1,1,0,0
2008-09-06,1319,65.5,0.001,68.54166666666667,5.4375,1,1,1,0,0
2008-09-07,1179,65.54166666666667,0.011,62.5625,7.208333333333333,0,1,0,0,0
2008-09-08,1106,59.118055555555564,1.02,84.30555555555556,6.871527777777778,1,1,1,0,0
2008-09-09,1269,58.6875,0.01,65.52083333333333,6.166666666666667,0,1,0,0,0
2008-09-10,1279,62.916666666666664,0.0,57.458333333333336,4.958333333333333,0,0,0,0,0
2008-09-11,1302,68.89583333333333,0.0,66.20833333333333,9.354166666666666,1,0,0,0,0
2008-09-12,1261,71.52777777777779,0.647,91.84722222222223,7.208333333333333,1,1,1,0,0
2008-09-13,1118,72.69394841269842,3.2310000000000008,93.25496031746032,9.897519841269842,1,1,1,0,0
2008-09-14,1086,64.40972222222221,1.7610000000000001,92.09722222222221,9.79861111111111,1,1,1,0,0
2008-09-15,1216,59.979166666666664,0.01,76.125,6.270833333333333,0,1,0,0,0
2008-09-16,1203,61.333333333333336,0.0,68.35416666666667,6.208333333333333,0,0,0,0,0
2008-09-17,1323,67.70833333333333,0.0,67.70833333333333,8.083333333333334,0,0,0,0,0
2008-09-18,1327,67.5625,0.0,66.95833333333333,7.979166666666667,0,0,0,0,0
2008-09-19,1426,69.02083333333333,0.0,56.5,6.770833333333333,0,0,0,0,0
2008-09-20,1325,70.64583333333333,0.0,63.145833333333336,3.1458333333333335,1,0,0,0,0
2008-09-21,1221,70.20833333333333,0.0,74.96527777777777,3.5208333333333335,1,0,0,0,0
2008-09-22,1271,72.10416666666667,0.0,66.3125,7.291666666666667,1,0,0,0,0
2008-09-23,1306,72.60416666666667,0.0,56.583333333333336,7.708333333333333,0,0,0,0,0
2008-09-24,1320,72.16666666666667,0.0,60.041666666666664,5.3125,0,0,0,0,0
2008-09-25,1256,71.33333333333333,0.0,71.25,5.854166666666667,1,0,0,0,0
2008-09-26,1356,69.10416666666667,0.0,62.541666666666664,4.604166666666667,1,0,0,0,0
2008-09-27,1219,68.0625,0.0,64.52083333333333,3.0208333333333335,1,0,0,0,0
2008-09-28,1188,65.39583333333333,0.0,74.79166666666667,7.569444444444444,0,0,0,0,0
2008-09-29,1074,60.854166666666664,0.121,86.06944444444446,4.329861111111111,1,1,1,0,0
2008-09-30,1259,54.854166666666664,0.01,70.625,9.75,0,1,0,0,0
2008-10-01,1333,52.583333333333336,0.0,66.125,10.791666666666666,0,0,0,0,0
2008-10-02,1130,54.270833333333336,0.0,60.145833333333336,9.916666666666666,0,0,0,0,0
2008-10-03,1134,54.45138888888889,0.012,67.77083333333333,8.090277777777777,1,1,1,0,0
2008-10-04,1159,51.729166666666664,0.0,61.708333333333336,4.208333333333333,0,0,0,0,0
2008-10-05,1136,55.208333333333336,0.031,60.84722222222222,7.159722222222221,1,1,1,0,0
2008-10-06,1179,62.458333333333336,0.0,55.8125,8.791666666666666,0,0,0,0,0
2008-10-07,1148,60.583333333333336,0.8620000000000001,74.90972222222221,10.809027777777779,1,1,1,0,0
2008-10-08,1247,58.026388888888896,0.29200000000000004,83.18333333333334,8.347222222222221,1,1,1,0,0
2008-10-09,1290,58.416666666666664,0.0,51.708333333333336,4.791666666666667,0,0,0,0,0
2008-10-10,1453,59.875,0.0,54.645833333333336,6.145833333333333,0,0,0,0,0
2008-10-11,1267,66.4375,0.0,56.75,5.166666666666667,0,0,0,0,0
2008-10-12,1285,72.83333333333333,0.0,56.375,6.458333333333333,0,0,0,0,0
2008-10-13,1185,72.22916666666667,0.0,59.083333333333336,8.75,0,0,0,0,0
2008-10-14,1310,60.92291666666667,0.001,55.793749999999996,7.333333333333333,1,1,1,0,0
2008-10-15,1351,57.75694444444445,0.255,78.19791666666667,6.673611111111111,1,1,1,0,0
2008-10-16,1247,50.354166666666664,0.0,65.1875,7.791666666666667,0,0,0,0,0
2008-10-17,1330,50.666666666666664,0.001,66.5,7.125,0,1,0,0,0
2008-10-18,1196,52.354166666666664,0.14100000000000001,67.92361111111111,5.75,1,1,1,0,0
2008-10-19,1115,53.416666666666664,0.0,54.6875,10.708333333333334,0,0,0,0,0
2008-10-20,1142,50.71527777777778,0.321,75.78472222222223,7.506944444444444,1,1,1,0,0
2008-10-21,1207,47.625,0.0,67.0,9.125,0,0,0,0,0
2008-10-22,1216,47.479166666666664,0.0,50.104166666666664,12.4375,0,0,0,0,0
2008-10-23,1225,50.28260869565217,0.094,52.608695652173914,10.5625,1,1,1,0,0
2008-10-24,1181,50.263888888888886,0.762,82.53125,6.71875,1,1,1,0,1
2008-10-25,1188,47.729166666666664,0.002,77.40277777777779,13.0625,1,1,1,0,0
2008-10-26,1120,47.4375,0.014000000000000002,60.541666666666664,18.4375,1,1,1,1,0
2008-10-27,1127,39.854166666666664,0.005,61.958333333333336,13.729166666666666,1,1,0,1,0
2008-10-28,1162,38.541666666666664,0.0,54.916666666666664,10.020833333333334,0,0,0,0,0
2008-10-29,1113,41.17361111111111,0.0,54.729166666666664,6.020833333333333,0,0,0,0,0
2008-10-30,1271,49.5625,0.0,53.4375,9.354166666666666,0,0,0,0,0
2008-10-31,1444,58.5625,0.0,63.625,7.854166666666667,1,0,0,0,0
2008-11-01,1479,51.541666666666664,0.0,76.91666666666667,8.145833333333334,0,0,0,0,0
2008-11-02,1214,59.416666666666664,0.162,69.89583333333333,9.229166666666666,1,1,1,0,0
2008-11-03,1124,64.02083333333333,0.002,58.520833333333336,9.895833333333334,0,1,0,0,0
2008-11-04,1076,61.479166666666664,0.0,53.354166666666664,8.041666666666666,0,0,0,0,0
2008-11-05,1261,62.020833333333336,0.0,54.9375,11.708333333333334,0,0,0,0,0
2008-11-06,1182,59.239583333333336,0.251,71.75,12.114583333333334,1,1,1,0,0
2008-11-07,1204,43.069444444444436,0.034,74.28472222222223,10.701388888888891,1,1,1,1,0
2008-11-08,1076,37.46527777777778,0.027000000000000003,83.95138888888889,16.020833333333332,1,1,1,0,0
2008-11-09,939,34.13194444444444,0.012,70.73611111111111,12.180555555555555,1,1,1,1,0
2008-11-10,1019,32.1875,0.0,59.375,6.666666666666667,0,0,0,0,0
2008-11-11,1085,34.5,0.163,79.5138888888889,7.534722222222221,1,1,1,0,0
2008-11-12,1097,44.68055555555555,0.069,90.70833333333333,8.805555555555555,1,1,1,0,0
2008-11-13,1154,49.46527777777777,0.034,81.37847222222221,14.402777777777777,1,1,1,0,0
2008-11-14,1242,48.756944444444436,0.11499999999999999,84.81944444444444,8.86111111111111,1,1,1,0,0
2008-11-15,1238,39.40277777777778,0.007,62.69444444444445,15.486111111111109,1,1,0,1,0
2008-11-16,1007,33.104166666666664,0.009000000000000001,75.0451388888889,10.628472222222223,1,1,0,1,0
2008-11-17,1034,30.962500000000002,0.007,59.65416666666667,13.179166666666667,1,1,0,1,0
2008-11-18,1089,28.041666666666668,0.0,54.5,8.5625,0,0,0,0,0
2008-11-19,1181,36.75,0.0,52.916666666666664,13.6875,0,0,0,0,0
2008-11-20,1201,29.583333333333332,0.009000000000000001,52.645833333333336,15.625,1,1,0,1,0
2008-11-21,1126,23.020833333333332,0.0,52.791666666666664,10.4375,0,0,0,0,0
2008-11-22,1009,26.583333333333332,0.0,57.083333333333336,6.520833333333333,0,0,0,0,0
2008-11-23,1007,33.833333333333336,0.0,58.25,9.5625,0,0,0,0,0
2008-11-24,1113,35.40625,0.059000000000000004,76.85416666666667,9.90625,1,1,1,1,0
2008-11-25,1135,33.166666666666664,0.002,66.77083333333333,10.291666666666666,0,1,0,0,0
2008-11-26,1198,32.520833333333336,0.0,65.625,3.7291666666666665,0,0,0,0,0
2008-11-27,881,34.729166666666664,0.0,68.1875,7.75,1,0,0,0,0
2008-11-28,1105,34.375,0.0,64.02083333333333,8.479166666666666,0,0,0,0,0
2008-11-29,1144,34.979166666666664,0.001,64.79166666666667,3.5625,0,1,0,0,0
2008-11-30,945,36.54861111111111,0.263,83.72569444444444,13.128472222222223,1,1,1,1,0
2008-12-01,1057,27.188888888888894,0.11000000000000001,84.24861111111112,15.234027777777776,1,1,1,1,0
2008-12-02,1036,27.465277777777782,0.008,74.94444444444444,12.680555555555557,1,1,0,1,0
2008-12-03,1045,33.25,0.036000000000000004,79.13055555555556,11.994444444444445,1,1,0,1,0
2008-12-04,956,19.104166666666668,0.005,68.34027777777779,10.618055555555555,1,1,0,1,0
2008-12-05,1079,14.4375,0.004,69.77083333333333,12.0625,1,1,0,1,0
2008-12-06,1040,24.64880952380953,0.067,73.91021825396825,15.50545634920635,1,1,0,1,0
2008-12-07,888,14.708333333333334,0.004,62.375,7.9375,1,1,0,1,0
2008-12-08,1098,29.229166666666668,0.062,71.625,7.5625,1,1,1,0,0
2008-12-09,974,35.75694444444445,0.9470000000000001,88.00694444444444,11.128472222222221,1,1,1,1,0
2008-12-10,1069,25.625,0.0,81.5625,8.6875,0,0,0,0,0
2008-12-11,991,25.0,0.0,71.125,7.958333333333333,0,0,0,0,0
2008-12-12,1096,16.1875,0.0,65.16666666666667,8.993055555555555,0,0,0,0,0
2008-12-13,1001,32.770833333333336,0.277,75.02083333333333,14.5625,1,1,1,1,0
2008-12-14,1019,44.541666666666664,0.12300000000000001,76.82638888888889,20.92361111111111,1,1,1,0,0
2008-12-15,930,12.049999999999999,0.084,85.65416666666665,16.05,1,1,1,1,0
2008-12-16,846,14.451388888888888,0.195,87.90625,5.458333333333333,1,1,0,1,0
2008-12-17,982,16.29861111111111,0.008,85.76388888888887,7.604166666666667,1,1,0,1,0
2008-12-18,982,17.489583333333332,0.052000000000000005,80.60416666666667,2.8125,1,1,0,1,0
2008-12-19,960,29.75089285714286,0.893,88.17827380952382,13.202083333333334,1,1,1,1,0
2008-12-20,942,24.628472222222225,0.048,83.21875,11.381944444444443,1,1,0,1,0
2008-12-21,660,-1.7083333333333333,0.005,68.47222222222221,22.965277777777782,1,1,0,1,0
2008-12-22,797,1.7291666666666667,0.0,74.0625,10.375,0,0,0,0,0
2008-12-23,827,23.231250000000003,0.317,85.91458333333333,12.402083333333332,1,1,1,1,0
2008-12-24,763,26.020833333333332,0.193,85.77083333333333,13.430555555555557,1,1,1,1,0
2008-12-25,621,13.083333333333334,0.0,70.6875,7.625,0,0,0,0,0
2008-12-26,793,37.72569444444445,0.069,89.20486111111113,11.163194444444445,1,1,1,0,0
2008-12-27,1016,53.9813492063492,1.6520000000000001,98.5423611111111,16.85922619047619,1,1,1,0,1
2008-12-28,958,29.381944444444446,0.002,87.27777777777777,16.805555555555554,1,1,0,1,0
2008-12-29,1022,35.0625,0.0,74.5,11.75,0,0,0,0,0
2008-12-30,1032,33.36111111111111,0.005,63.826388888888886,10.451388888888888,1,1,0,1,0
2008-12-31,939,17.666666666666668,0.004,60.9375,10.458333333333334,1,1,0,1,0
2009-01-01,1843,25.6875,0.0,65.83333333333333,12.604166666666666,0,0,0,0,0
2009-01-02,1061,25.458333333333332,0.0,57.854166666666664,9.208333333333334,0,0,0,0,0
2009-01-03,1108,29.958333333333332,0.004,65.70833333333333,12.020833333333334,1,1,1,0,0
2009-01-04,998,30.75486111111111,0.024,79.29375,12.138888888888891,1,1,1,0,0
2009-01-05,1005,19.958333333333332,0.0,59.770833333333336,7.604166666666667,0,0,0,0,0
2009-01-06,977,26.675,0.025,81.02777777777779,5.9375,1,1,0,1,0
2009-01-07,982,23.944444444444446,0.04200000000000001,85.32986111111111,11.545138888888888,1,1,0,1,0
2009-01-08,956,15.770833333333334,0.005,75.03125,9.770833333333334,1,1,0,1,0
2009-01-09,1056,23.590277777777775,0.14600000000000002,80.83333333333333,8.104166666666666,1,1,0,1,0
